sample_id,sample_date,no3_n,k,mg,ca,nh4_n,calc_rolling,avg
MPR,1993-06-29,NA,0.97,3.29,14.36,NA,calc_rolling_nh4_n,NA
MPR,1993-07-06,148,0.64,2.19,8.71,NA,calc_rolling_no3_n,56.75
MPR,1993-07-06,148,0.64,2.19,8.71,NA,calc_rolling_k,0.7733333333333333
MPR,1993-07-06,148,0.64,2.19,8.71,NA,calc_rolling_mg,2.0855555555555556
MPR,1993-07-06,148,0.64,2.19,8.71,NA,calc_rolling_ca,8.884444444444444
MPR,1993-07-06,148,0.64,2.19,8.71,NA,calc_rolling_nh4_n,NA
MPR,1993-07-13,NA,0.64,1.88,7.99,NA,calc_rolling_no3_n,57
MPR,1993-07-13,NA,0.64,1.88,7.99,NA,calc_rolling_k,0.76625
MPR,1993-07-13,NA,0.64,1.88,7.99,NA,calc_rolling_mg,2.05375
MPR,1993-07-13,NA,0.64,1.88,7.99,NA,calc_rolling_ca,8.865
MPR,1993-07-13,NA,0.64,1.88,7.99,NA,calc_rolling_nh4_n,NA
MPR,1993-07-20,NA,0.76,2.14,8.47,NA,calc_rolling_no3_n,64.66666666666667
MPR,1993-07-20,NA,0.76,2.14,8.47,NA,calc_rolling_k,0.79875
MPR,1993-07-20,NA,0.76,2.14,8.47,NA,calc_rolling_mg,2.135
MPR,1993-07-20,NA,0.76,2.14,8.47,NA,calc_rolling_ca,9.17875
MPR,1993-07-20,NA,0.76,2.14,8.47,NA,calc_rolling_nh4_n,NA
MPR,1993-07-27,NA,0.7,0.93,7.45,NA,calc_rolling_no3_n,63
MPR,1993-07-27,NA,0.7,0.93,7.45,NA,calc_rolling_k,0.79375
MPR,1993-07-27,NA,0.7,0.93,7.45,NA,calc_rolling_mg,2.23625
MPR,1993-07-27,NA,0.7,0.93,7.45,NA,calc_rolling_ca,9.6325
MPR,1993-07-27,NA,0.7,0.93,7.45,NA,calc_rolling_nh4_n,NA
MPR,1993-08-03,6,0.69,2.34,9.46,NA,calc_rolling_no3_n,63
MPR,1993-08-03,6,0.69,2.34,9.46,NA,calc_rolling_k,0.7675
MPR,1993-08-03,6,0.69,2.34,9.46,NA,calc_rolling_mg,2.01
MPR,1993-08-03,6,0.69,2.34,9.46,NA,calc_rolling_ca,8.5875
MPR,1993-08-03,6,0.69,2.34,9.46,NA,calc_rolling_nh4_n,NA
MPR,1993-08-10,NA,NA,NA,NA,NA,calc_rolling_no3_n,50.75
MPR,1993-08-10,NA,NA,NA,NA,NA,calc_rolling_k,0.8075
MPR,1993-08-10,NA,NA,NA,NA,NA,calc_rolling_mg,1.97375
MPR,1993-08-10,NA,NA,NA,NA,NA,calc_rolling_ca,8.455
MPR,1993-08-10,NA,NA,NA,NA,NA,calc_rolling_nh4_n,NA
MPR,1993-08-17,40,0.98,2.42,9.77,NA,calc_rolling_no3_n,51.8
MPR,1993-08-17,40,0.98,2.42,9.77,NA,calc_rolling_k,0.8412499999999999
MPR,1993-08-17,40,0.98,2.42,9.77,NA,calc_rolling_mg,2.0575
MPR,1993-08-17,40,0.98,2.42,9.77,NA,calc_rolling_ca,8.77875
MPR,1993-08-17,40,0.98,2.42,9.77,NA,calc_rolling_nh4_n,NA
MPR,1993-08-24,58,0.97,2.7,10.85,NA,calc_rolling_no3_n,52.166666666666664
MPR,1993-08-24,58,0.97,2.7,10.85,NA,calc_rolling_k,0.8412499999999999
MPR,1993-08-24,58,0.97,2.7,10.85,NA,calc_rolling_mg,2.03625
MPR,1993-08-24,58,0.97,2.7,10.85,NA,calc_rolling_ca,8.76375
MPR,1993-08-24,58,0.97,2.7,10.85,NA,calc_rolling_nh4_n,NA
MPR,1993-08-31,NA,0.76,1.48,6,NA,calc_rolling_no3_n,45.57142857142857
MPR,1993-08-31,NA,0.76,1.48,6,NA,calc_rolling_k,0.7975
MPR,1993-08-31,NA,0.76,1.48,6,NA,calc_rolling_mg,2.1
MPR,1993-08-31,NA,0.76,1.48,6,NA,calc_rolling_ca,8.68
MPR,1993-08-31,NA,0.76,1.48,6,NA,calc_rolling_nh4_n,NA
MPR,1993-09-07,99,0.96,1.9,7.65,NA,calc_rolling_no3_n,47.42857142857143
MPR,1993-09-07,99,0.96,1.9,7.65,NA,calc_rolling_k,0.81125
MPR,1993-09-07,99,0.96,1.9,7.65,NA,calc_rolling_mg,2.06
MPR,1993-09-07,99,0.96,1.9,7.65,NA,calc_rolling_ca,8.4175
MPR,1993-09-07,99,0.96,1.9,7.65,NA,calc_rolling_nh4_n,NA
MPR,1993-09-14,56,0.91,2.55,10.58,NA,calc_rolling_no3_n,50.25
MPR,1993-09-14,56,0.91,2.55,10.58,NA,calc_rolling_k,0.8
MPR,1993-09-14,56,0.91,2.55,10.58,NA,calc_rolling_mg,2.068888888888889
MPR,1993-09-14,56,0.91,2.55,10.58,NA,calc_rolling_ca,8.374444444444444
MPR,1993-09-14,56,0.91,2.55,10.58,NA,calc_rolling_nh4_n,NA
MPR,1993-09-21,54,0.76,1.97,8.35,NA,calc_rolling_no3_n,46.25
MPR,1993-09-21,54,0.76,1.97,8.35,NA,calc_rolling_k,0.7566666666666667
MPR,1993-09-21,54,0.76,1.97,8.35,NA,calc_rolling_mg,1.9266666666666667
MPR,1993-09-21,54,0.76,1.97,8.35,NA,calc_rolling_ca,8.078888888888889
MPR,1993-09-21,54,0.76,1.97,8.35,NA,calc_rolling_nh4_n,NA
MPR,1993-09-28,6,0.35,1.44,6.78,NA,calc_rolling_no3_n,49.375
MPR,1993-09-28,6,0.35,1.44,6.78,NA,calc_rolling_k,0.7377777777777778
MPR,1993-09-28,6,0.35,1.44,6.78,NA,calc_rolling_mg,1.8233333333333333
MPR,1993-09-28,6,0.35,1.44,6.78,NA,calc_rolling_ca,7.654444444444445
MPR,1993-09-28,6,0.35,1.44,6.78,NA,calc_rolling_nh4_n,NA
MPR,1993-10-05,19,0.8,2.02,7.36,NA,calc_rolling_no3_n,49.111111111111114
MPR,1993-10-05,19,0.8,2.02,7.36,NA,calc_rolling_k,0.7211111111111111
MPR,1993-10-05,19,0.8,2.02,7.36,NA,calc_rolling_mg,1.9766666666666666
MPR,1993-10-05,19,0.8,2.02,7.36,NA,calc_rolling_ca,8.001111111111111
MPR,1993-10-05,19,0.8,2.02,7.36,NA,calc_rolling_nh4_n,NA
MPR,1993-10-13,70,0.71,2.14,8.03,NA,calc_rolling_no3_n,38.888888888888886
MPR,1993-10-13,70,0.71,2.14,8.03,NA,calc_rolling_k,0.6866666666666666
MPR,1993-10-13,70,0.71,2.14,8.03,NA,calc_rolling_mg,1.9444444444444444
MPR,1993-10-13,70,0.71,2.14,8.03,NA,calc_rolling_ca,7.8822222222222225
MPR,1993-10-13,70,0.71,2.14,8.03,NA,calc_rolling_nh4_n,NA
MPR,1993-10-19,8,0.59,1.14,7.11,NA,calc_rolling_no3_n,38.55555555555556
MPR,1993-10-19,8,0.59,1.14,7.11,NA,calc_rolling_k,0.7022222222222222
MPR,1993-10-19,8,0.59,1.14,7.11,NA,calc_rolling_mg,1.8755555555555556
MPR,1993-10-19,8,0.59,1.14,7.11,NA,calc_rolling_ca,7.435555555555555
MPR,1993-10-19,8,0.59,1.14,7.11,NA,calc_rolling_nh4_n,NA
MPR,1993-10-26,83,0.8,1.77,7.03,NA,calc_rolling_no3_n,34.44444444444444
MPR,1993-10-26,83,0.8,1.77,7.03,NA,calc_rolling_k,0.7222222222222222
MPR,1993-10-26,83,0.8,1.77,7.03,NA,calc_rolling_mg,1.968888888888889
MPR,1993-10-26,83,0.8,1.77,7.03,NA,calc_rolling_ca,7.585555555555556
MPR,1993-10-26,83,0.8,1.77,7.03,NA,calc_rolling_nh4_n,NA
MPR,1993-11-02,47,0.61,2.86,9.12,NA,calc_rolling_no3_n,35.888888888888886
MPR,1993-11-02,47,0.61,2.86,9.12,NA,calc_rolling_k,0.75
MPR,1993-11-02,47,0.61,2.86,9.12,NA,calc_rolling_mg,1.9622222222222223
MPR,1993-11-02,47,0.61,2.86,9.12,NA,calc_rolling_ca,7.404444444444445
MPR,1993-11-02,47,0.61,2.86,9.12,NA,calc_rolling_nh4_n,NA
MPR,1993-11-09,7,0.65,1.61,6.58,NA,calc_rolling_no3_n,38
MPR,1993-11-09,7,0.65,1.61,6.58,NA,calc_rolling_k,0.7211111111111111
MPR,1993-11-09,7,0.65,1.61,6.58,NA,calc_rolling_mg,1.9844444444444445
MPR,1993-11-09,7,0.65,1.61,6.58,NA,calc_rolling_ca,7.491111111111111
MPR,1993-11-09,7,0.65,1.61,6.58,NA,calc_rolling_nh4_n,NA
MPR,1993-11-16,53,1.05,1.93,6.56,NA,calc_rolling_no3_n,35.75
MPR,1993-11-16,53,1.05,1.93,6.56,NA,calc_rolling_k,0.72
MPR,1993-11-16,53,1.05,1.93,6.56,NA,calc_rolling_mg,2.0077777777777777
MPR,1993-11-16,53,1.05,1.93,6.56,NA,calc_rolling_ca,7.707777777777777
MPR,1993-11-16,53,1.05,1.93,6.56,NA,calc_rolling_nh4_n,NA
MPR,1993-11-23,17,0.94,2.81,9.7,NA,calc_rolling_no3_n,37.875
MPR,1993-11-23,17,0.94,2.81,9.7,NA,calc_rolling_k,0.7255555555555555
MPR,1993-11-23,17,0.94,2.81,9.7,NA,calc_rolling_mg,2.0244444444444443
MPR,1993-11-23,17,0.94,2.81,9.7,NA,calc_rolling_ca,7.538888888888889
MPR,1993-11-23,17,0.94,2.81,9.7,NA,calc_rolling_nh4_n,NA
MPR,1993-11-30,19,0.6,1.38,5.15,NA,calc_rolling_no3_n,31.428571428571427
MPR,1993-11-30,19,0.6,1.38,5.15,NA,calc_rolling_k,0.6633333333333333
MPR,1993-11-30,19,0.6,1.38,5.15,NA,calc_rolling_mg,1.8855555555555557
MPR,1993-11-30,19,0.6,1.38,5.15,NA,calc_rolling_ca,7.6025
MPR,1993-11-30,19,0.6,1.38,5.15,NA,calc_rolling_nh4_n,NA
MPR,1993-12-07,NA,0.54,2.22,8.14,NA,calc_rolling_no3_n,28.833333333333332
MPR,1993-12-07,NA,0.54,2.22,8.14,NA,calc_rolling_k,0.6577777777777778
MPR,1993-12-07,NA,0.54,2.22,8.14,NA,calc_rolling_mg,1.6811111111111112
MPR,1993-12-07,NA,0.54,2.22,8.14,NA,calc_rolling_ca,7.39625
MPR,1993-12-07,NA,0.54,2.22,8.14,NA,calc_rolling_nh4_n,NA
MPR,1993-12-14,52,0.7,2.35,9.98,NA,calc_rolling_no3_n,33.2
MPR,1993-12-14,52,0.7,2.35,9.98,NA,calc_rolling_k,0.5988888888888889
MPR,1993-12-14,52,0.7,2.35,9.98,NA,calc_rolling_mg,1.5222222222222221
MPR,1993-12-14,52,0.7,2.35,9.98,NA,calc_rolling_ca,6.6
MPR,1993-12-14,52,0.7,2.35,9.98,NA,calc_rolling_nh4_n,NA
MPR,1993-12-21,25,0.64,1.29,5.59,NA,calc_rolling_no3_n,28.25
MPR,1993-12-21,25,0.64,1.29,5.59,NA,calc_rolling_k,0.5433333333333333
MPR,1993-12-21,25,0.64,1.29,5.59,NA,calc_rolling_mg,1.4211111111111112
MPR,1993-12-21,25,0.64,1.29,5.59,NA,calc_rolling_ca,6.67
MPR,1993-12-21,25,0.64,1.29,5.59,NA,calc_rolling_nh4_n,NA
MPR,1993-12-28,NA,0.24,0.52,NA,NA,calc_rolling_no3_n,32
MPR,1993-12-28,NA,0.24,0.52,NA,NA,calc_rolling_k,0.5044444444444445
MPR,1993-12-28,NA,0.24,0.52,NA,NA,calc_rolling_mg,1.35
MPR,1993-12-28,NA,0.24,0.52,NA,NA,calc_rolling_ca,6.56625
MPR,1993-12-28,NA,0.24,0.52,NA,NA,calc_rolling_nh4_n,NA
MPR,1994-01-04,NA,0.56,1.02,7.47,NA,calc_rolling_no3_n,27.333333333333332
MPR,1994-01-04,NA,0.56,1.02,7.47,NA,calc_rolling_k,0.5
MPR,1994-01-04,NA,0.56,1.02,7.47,NA,calc_rolling_mg,1.4144444444444444
MPR,1994-01-04,NA,0.56,1.02,7.47,NA,calc_rolling_ca,6.8625
MPR,1994-01-04,NA,0.56,1.02,7.47,NA,calc_rolling_nh4_n,NA
MPR,1994-01-11,NA,0.12,0.18,0.21,NA,calc_rolling_no3_n,22.75
MPR,1994-01-11,NA,0.12,0.18,0.21,NA,calc_rolling_k,0.5166666666666667
MPR,1994-01-11,NA,0.12,0.18,0.21,NA,calc_rolling_mg,1.3844444444444444
MPR,1994-01-11,NA,0.12,0.18,0.21,NA,calc_rolling_ca,6.7875
MPR,1994-01-11,NA,0.12,0.18,0.21,NA,calc_rolling_nh4_n,NA
MPR,1994-01-18,NA,0.55,1.02,7.12,NA,calc_rolling_no3_n,13
MPR,1994-01-18,NA,0.55,1.02,7.12,NA,calc_rolling_k,0.5
MPR,1994-01-18,NA,0.55,1.02,7.12,NA,calc_rolling_mg,1.3522222222222222
MPR,1994-01-18,NA,0.55,1.02,7.12,NA,calc_rolling_ca,6.5525
MPR,1994-01-18,NA,0.55,1.02,7.12,NA,calc_rolling_nh4_n,NA
MPR,1994-01-25,NA,0.59,2.17,8.87,NA,calc_rolling_no3_n,6.333333333333333
MPR,1994-01-25,NA,0.59,2.17,8.87,NA,calc_rolling_k,0.48888888888888893
MPR,1994-01-25,NA,0.59,2.17,8.87,NA,calc_rolling_mg,1.3166666666666667
MPR,1994-01-25,NA,0.59,2.17,8.87,NA,calc_rolling_ca,6.35375
MPR,1994-01-25,NA,0.59,2.17,8.87,NA,calc_rolling_nh4_n,NA
MPR,1994-02-01,5,0.56,1.96,7.52,NA,calc_rolling_no3_n,6.333333333333333
MPR,1994-02-01,5,0.56,1.96,7.52,NA,calc_rolling_k,0.5444444444444445
MPR,1994-02-01,5,0.56,1.96,7.52,NA,calc_rolling_mg,1.49
MPR,1994-02-01,5,0.56,1.96,7.52,NA,calc_rolling_ca,6.597777777777778
MPR,1994-02-01,5,0.56,1.96,7.52,NA,calc_rolling_nh4_n,NA
MPR,1994-02-08,9,0.69,1.95,7.54,NA,calc_rolling_no3_n,6.333333333333333
MPR,1994-02-08,9,0.69,1.95,7.54,NA,calc_rolling_k,0.5700000000000001
MPR,1994-02-08,9,0.69,1.95,7.54,NA,calc_rolling_mg,1.6344444444444444
MPR,1994-02-08,9,0.69,1.95,7.54,NA,calc_rolling_ca,6.863333333333333
MPR,1994-02-08,9,0.69,1.95,7.54,NA,calc_rolling_nh4_n,NA
MPR,1994-02-15,NA,0.55,2.06,8.1,NA,calc_rolling_no3_n,6.333333333333333
MPR,1994-02-15,NA,0.55,2.06,8.1,NA,calc_rolling_k,0.6366666666666667
MPR,1994-02-15,NA,0.55,2.06,8.1,NA,calc_rolling_mg,1.8822222222222222
MPR,1994-02-15,NA,0.55,2.06,8.1,NA,calc_rolling_ca,8
MPR,1994-02-15,NA,0.55,2.06,8.1,NA,calc_rolling_nh4_n,NA
MPR,1994-02-22,5,0.54,0.97,4,NA,calc_rolling_no3_n,7
MPR,1994-02-22,5,0.54,0.97,4,NA,calc_rolling_k,0.6655555555555556
MPR,1994-02-22,5,0.54,0.97,4,NA,calc_rolling_mg,2.0533333333333332
MPR,1994-02-22,5,0.54,0.97,4,NA,calc_rolling_ca,8.462222222222222
MPR,1994-02-22,5,0.54,0.97,4,NA,calc_rolling_nh4_n,NA
MPR,1994-03-01,NA,0.74,2.08,8.55,NA,calc_rolling_no3_n,7
MPR,1994-03-01,NA,0.74,2.08,8.55,NA,calc_rolling_k,0.6855555555555556
MPR,1994-03-01,NA,0.74,2.08,8.55,NA,calc_rolling_mg,2.0877777777777777
MPR,1994-03-01,NA,0.74,2.08,8.55,NA,calc_rolling_ca,8.717777777777778
MPR,1994-03-01,NA,0.74,2.08,8.55,NA,calc_rolling_nh4_n,NA
MPR,1994-03-08,NA,0.79,2.32,9.86,NA,calc_rolling_no3_n,7.666666666666667
MPR,1994-03-08,NA,0.79,2.32,9.86,NA,calc_rolling_k,0.7155555555555556
MPR,1994-03-08,NA,0.79,2.32,9.86,NA,calc_rolling_mg,2.1622222222222223
MPR,1994-03-08,NA,0.79,2.32,9.86,NA,calc_rolling_ca,9.238888888888889
MPR,1994-03-08,NA,0.79,2.32,9.86,NA,calc_rolling_nh4_n,NA
MPR,1994-03-15,NA,0.72,2.41,10.44,NA,calc_rolling_no3_n,7
MPR,1994-03-15,NA,0.72,2.41,10.44,NA,calc_rolling_k,0.7166666666666667
MPR,1994-03-15,NA,0.72,2.41,10.44,NA,calc_rolling_mg,2.12
MPR,1994-03-15,NA,0.72,2.41,10.44,NA,calc_rolling_ca,9.064444444444444
MPR,1994-03-15,NA,0.72,2.41,10.44,NA,calc_rolling_nh4_n,NA
MPR,1994-03-22,9,0.81,2.56,11.28,NA,calc_rolling_no3_n,7
MPR,1994-03-22,9,0.81,2.56,11.28,NA,calc_rolling_k,0.7233333333333334
MPR,1994-03-22,9,0.81,2.56,11.28,NA,calc_rolling_mg,2.1
MPR,1994-03-22,9,0.81,2.56,11.28,NA,calc_rolling_ca,9.082222222222223
MPR,1994-03-22,9,0.81,2.56,11.28,NA,calc_rolling_nh4_n,NA
MPR,1994-03-29,NA,0.77,2.48,11.17,NA,calc_rolling_no3_n,14
MPR,1994-03-29,NA,0.77,2.48,11.17,NA,calc_rolling_k,0.7455555555555555
MPR,1994-03-29,NA,0.77,2.48,11.17,NA,calc_rolling_mg,2.258888888888889
MPR,1994-03-29,NA,0.77,2.48,11.17,NA,calc_rolling_ca,9.84
MPR,1994-03-29,NA,0.77,2.48,11.17,NA,calc_rolling_nh4_n,NA
MPR,1994-04-05,NA,0.83,2.63,12.21,NA,calc_rolling_no3_n,18.333333333333332
MPR,1994-04-05,NA,0.83,2.63,12.21,NA,calc_rolling_k,0.7488888888888889
MPR,1994-04-05,NA,0.83,2.63,12.21,NA,calc_rolling_mg,2.3155555555555556
MPR,1994-04-05,NA,0.83,2.63,12.21,NA,calc_rolling_ca,10.178888888888888
MPR,1994-04-05,NA,0.83,2.63,12.21,NA,calc_rolling_nh4_n,NA
MPR,1994-04-12,NA,0.7,1.57,5.97,NA,calc_rolling_no3_n,18.5
MPR,1994-04-12,NA,0.7,1.57,5.97,NA,calc_rolling_k,0.7277777777777777
MPR,1994-04-12,NA,0.7,1.57,5.97,NA,calc_rolling_mg,2.2044444444444444
MPR,1994-04-12,NA,0.7,1.57,5.97,NA,calc_rolling_ca,9.652222222222223
MPR,1994-04-12,NA,0.7,1.57,5.97,NA,calc_rolling_nh4_n,NA
MPR,1994-04-19,NA,0.61,1.88,8.26,NA,calc_rolling_no3_n,18.4
MPR,1994-04-19,NA,0.61,1.88,8.26,NA,calc_rolling_k,0.7588888888888888
MPR,1994-04-19,NA,0.61,1.88,8.26,NA,calc_rolling_mg,2.1155555555555554
MPR,1994-04-19,NA,0.61,1.88,8.26,NA,calc_rolling_ca,9.256666666666666
MPR,1994-04-19,NA,0.61,1.88,8.26,NA,calc_rolling_nh4_n,NA
MPR,1994-04-26,19,0.74,2.4,10.82,NA,calc_rolling_no3_n,20.4
MPR,1994-04-26,19,0.74,2.4,10.82,NA,calc_rolling_k,0.76
MPR,1994-04-26,19,0.74,2.4,10.82,NA,calc_rolling_mg,2.0877777777777777
MPR,1994-04-26,19,0.74,2.4,10.82,NA,calc_rolling_ca,9.147777777777778
MPR,1994-04-26,19,0.74,2.4,10.82,NA,calc_rolling_nh4_n,NA
MPR,1994-05-03,27,0.77,2.59,11.6,NA,calc_rolling_no3_n,21.833333333333332
MPR,1994-05-03,27,0.77,2.59,11.6,NA,calc_rolling_k,0.8077777777777777
MPR,1994-05-03,27,0.77,2.59,11.6,NA,calc_rolling_mg,2.183333333333333
MPR,1994-05-03,27,0.77,2.59,11.6,NA,calc_rolling_ca,9.177777777777777
MPR,1994-05-03,27,0.77,2.59,11.6,NA,calc_rolling_nh4_n,NA
MPR,1994-05-10,19,0.6,1.32,5.12,NA,calc_rolling_no3_n,20.428571428571427
MPR,1994-05-10,19,0.6,1.32,5.12,NA,calc_rolling_k,0.8044444444444444
MPR,1994-05-10,19,0.6,1.32,5.12,NA,calc_rolling_mg,2.1333333333333333
MPR,1994-05-10,19,0.6,1.32,5.12,NA,calc_rolling_ca,8.774444444444445
MPR,1994-05-10,19,0.6,1.32,5.12,NA,calc_rolling_nh4_n,NA
MPR,1994-05-17,18,1,1.61,6.88,NA,calc_rolling_no3_n,19.75
MPR,1994-05-17,18,1,1.61,6.88,NA,calc_rolling_k,0.8344444444444444
MPR,1994-05-17,18,1,1.61,6.88,NA,calc_rolling_mg,2.2422222222222223
MPR,1994-05-17,18,1,1.61,6.88,NA,calc_rolling_ca,9.238888888888889
MPR,1994-05-17,18,1,1.61,6.88,NA,calc_rolling_nh4_n,NA
MPR,1994-05-24,19,0.82,2.31,10.3,NA,calc_rolling_no3_n,19.11111111111111
MPR,1994-05-24,19,0.82,2.31,10.3,NA,calc_rolling_k,0.86
MPR,1994-05-24,19,0.82,2.31,10.3,NA,calc_rolling_mg,2.3177777777777777
MPR,1994-05-24,19,0.82,2.31,10.3,NA,calc_rolling_ca,9.436666666666667
MPR,1994-05-24,19,0.82,2.31,10.3,NA,calc_rolling_nh4_n,NA
MPR,1994-05-31,29,1.2,3.34,11.44,NA,calc_rolling_no3_n,19.125
MPR,1994-05-31,29,1.2,3.34,11.44,NA,calc_rolling_k,0.8688888888888888
MPR,1994-05-31,29,1.2,3.34,11.44,NA,calc_rolling_mg,2.28
MPR,1994-05-31,29,1.2,3.34,11.44,NA,calc_rolling_ca,9.242222222222223
MPR,1994-05-31,29,1.2,3.34,11.44,NA,calc_rolling_nh4_n,NA
MPR,1994-06-07,12,0.8,2.18,8.58,NA,calc_rolling_no3_n,17.25
MPR,1994-06-07,12,0.8,2.18,8.58,NA,calc_rolling_k,0.8755555555555555
MPR,1994-06-07,12,0.8,2.18,8.58,NA,calc_rolling_mg,2.2744444444444443
MPR,1994-06-07,12,0.8,2.18,8.58,NA,calc_rolling_ca,9.082222222222223
MPR,1994-06-07,12,0.8,2.18,8.58,NA,calc_rolling_nh4_n,NA
MPR,1994-06-14,15,0.97,2.55,10.15,NA,calc_rolling_no3_n,19.625
MPR,1994-06-14,15,0.97,2.55,10.15,NA,calc_rolling_k,0.8633333333333333
MPR,1994-06-14,15,0.97,2.55,10.15,NA,calc_rolling_mg,2.3433333333333333
MPR,1994-06-14,15,0.97,2.55,10.15,NA,calc_rolling_ca,8.848888888888888
MPR,1994-06-14,15,0.97,2.55,10.15,NA,calc_rolling_nh4_n,NA
MPR,1994-06-21,14,0.84,2.56,10.04,NA,calc_rolling_no3_n,24.75
MPR,1994-06-21,14,0.84,2.56,10.04,NA,calc_rolling_k,0.8277777777777777
MPR,1994-06-21,14,0.84,2.56,10.04,NA,calc_rolling_mg,2.3544444444444443
MPR,1994-06-21,14,0.84,2.56,10.04,NA,calc_rolling_ca,8.94111111111111
MPR,1994-06-21,14,0.84,2.56,10.04,NA,calc_rolling_nh4_n,NA
MPR,1994-06-28,NA,0.82,2.06,9.07,NA,calc_rolling_no3_n,25.571428571428573
MPR,1994-06-28,NA,0.82,2.06,9.07,NA,calc_rolling_k,0.8588888888888889
MPR,1994-06-28,NA,0.82,2.06,9.07,NA,calc_rolling_mg,2.367777777777778
MPR,1994-06-28,NA,0.82,2.06,9.07,NA,calc_rolling_ca,9.13888888888889
MPR,1994-06-28,NA,0.82,2.06,9.07,NA,calc_rolling_nh4_n,NA
MPR,1994-07-05,12,0.83,2.54,10.16,NA,calc_rolling_no3_n,25
MPR,1994-07-05,12,0.83,2.54,10.16,NA,calc_rolling_k,0.8066666666666666
MPR,1994-07-05,12,0.83,2.54,10.16,NA,calc_rolling_mg,2.25
MPR,1994-07-05,12,0.83,2.54,10.16,NA,calc_rolling_ca,8.89
MPR,1994-07-05,12,0.83,2.54,10.16,NA,calc_rolling_nh4_n,NA
MPR,1994-07-12,38,0.49,1.94,3.02,NA,calc_rolling_no3_n,52.83333333333333
MPR,1994-07-12,38,0.49,1.94,3.02,NA,calc_rolling_k,0.8155555555555556
MPR,1994-07-12,38,0.49,1.94,3.02,NA,calc_rolling_mg,2.421111111111111
MPR,1994-07-12,38,0.49,1.94,3.02,NA,calc_rolling_ca,8.524444444444445
MPR,1994-07-12,38,0.49,1.94,3.02,NA,calc_rolling_nh4_n,NA
MPR,1994-07-19,59,0.68,1.71,7.71,NA,calc_rolling_no3_n,60.4
MPR,1994-07-19,59,0.68,1.71,7.71,NA,calc_rolling_k,0.7933333333333333
MPR,1994-07-19,59,0.68,1.71,7.71,NA,calc_rolling_mg,2.38
MPR,1994-07-19,59,0.68,1.71,7.71,NA,calc_rolling_ca,8.644444444444444
MPR,1994-07-19,59,0.68,1.71,7.71,NA,calc_rolling_nh4_n,NA
MPR,1994-07-26,NA,1.1,2.43,12.08,NA,calc_rolling_no3_n,72
MPR,1994-07-26,NA,1.1,2.43,12.08,NA,calc_rolling_k,0.7944444444444444
MPR,1994-07-26,NA,1.1,2.43,12.08,NA,calc_rolling_mg,2.3644444444444446
MPR,1994-07-26,NA,1.1,2.43,12.08,NA,calc_rolling_ca,8.825555555555555
MPR,1994-07-26,NA,1.1,2.43,12.08,NA,calc_rolling_nh4_n,NA
MPR,1994-08-02,NA,0.73,2.28,9.2,NA,calc_rolling_no3_n,72
MPR,1994-08-02,NA,0.73,2.28,9.2,NA,calc_rolling_k,0.8177777777777778
MPR,1994-08-02,NA,0.73,2.28,9.2,NA,calc_rolling_mg,2.4966666666666666
MPR,1994-08-02,NA,0.73,2.28,9.2,NA,calc_rolling_ca,9.112222222222222
MPR,1994-08-02,NA,0.73,2.28,9.2,NA,calc_rolling_nh4_n,NA
MPR,1994-08-09,179,0.88,3.72,5.29,NA,calc_rolling_no3_n,92
MPR,1994-08-09,179,0.88,3.72,5.29,NA,calc_rolling_k,0.8333333333333334
MPR,1994-08-09,179,0.88,3.72,5.29,NA,calc_rolling_mg,2.4566666666666666
MPR,1994-08-09,179,0.88,3.72,5.29,NA,calc_rolling_ca,8.907777777777778
MPR,1994-08-09,179,0.88,3.72,5.29,NA,calc_rolling_nh4_n,NA
MPR,1994-08-16,NA,0.77,2.18,11.23,NA,calc_rolling_no3_n,119
MPR,1994-08-16,NA,0.77,2.18,11.23,NA,calc_rolling_k,0.8666666666666667
MPR,1994-08-16,NA,0.77,2.18,11.23,NA,calc_rolling_mg,2.5
MPR,1994-08-16,NA,0.77,2.18,11.23,NA,calc_rolling_ca,9.666666666666666
MPR,1994-08-16,NA,0.77,2.18,11.23,NA,calc_rolling_nh4_n,NA
MPR,1994-08-23,NA,0.85,2.42,11.67,NA,calc_rolling_no3_n,179
MPR,1994-08-23,NA,0.85,2.42,11.67,NA,calc_rolling_k,0.8722222222222222
MPR,1994-08-23,NA,0.85,2.42,11.67,NA,calc_rolling_mg,2.428888888888889
MPR,1994-08-23,NA,0.85,2.42,11.67,NA,calc_rolling_ca,9.212222222222222
MPR,1994-08-23,NA,0.85,2.42,11.67,NA,calc_rolling_nh4_n,NA
MPR,1994-08-30,NA,1.03,3.25,11.65,NA,calc_rolling_no3_n,179
MPR,1994-08-30,NA,1.03,3.25,11.65,NA,calc_rolling_k,0.8633333333333333
MPR,1994-08-30,NA,1.03,3.25,11.65,NA,calc_rolling_mg,2.3844444444444446
MPR,1994-08-30,NA,1.03,3.25,11.65,NA,calc_rolling_ca,9.04111111111111
MPR,1994-08-30,NA,1.03,3.25,11.65,NA,calc_rolling_nh4_n,NA
MPR,1994-09-06,NA,0.97,2.18,8.32,NA,calc_rolling_no3_n,179
MPR,1994-09-06,NA,0.97,2.18,8.32,NA,calc_rolling_k,0.8766666666666667
MPR,1994-09-06,NA,0.97,2.18,8.32,NA,calc_rolling_mg,2.4122222222222223
