sample_id,sample_date,no3_n,k,mg,ca,nh4_n,calc_rolling_k,calc_rolling_no3_n,calc_rolling_mg,calc_rolling_ca,calc_rolling_nh4_n
Q2,1992-12-22,NA,1.41,2.6,5.72,NA,1.2844444444444445,91.75,3.02,6.344444444444444,NA
Q2,1992-12-29,NA,1.3,2.89,5.74,NA,1.2622222222222221,120,3.033333333333333,6.2844444444444445,NA
Q2,1993-01-05,NA,1.44,3.72,7.41,NA,1.2344444444444445,172,3.0322222222222224,6.345555555555555,NA
Q2,1993-01-12,NA,1.17,2.92,6.13,NA,1.218888888888889,326,3.033333333333333,6.286666666666667,NA
Q2,1993-01-19,NA,1.13,3.13,6.47,NA,1.2733333333333332,NA,3.1,6.383333333333334,NA
Q2,1993-01-26,NA,1.21,2.99,5.74,NA,1.28,NA,3.1544444444444446,6.444444444444445,NA
Q2,1993-02-02,NA,1.17,2.91,6.24,NA,1.27,135,3.181111111111111,6.49,NA
Q2,1993-02-09,NA,1.12,3.07,5.91,NA,1.2144444444444444,177.5,3.1133333333333333,6.373333333333333,NA
Q2,1993-02-16,NA,1.51,3.67,8.09,NA,1.1955555555555555,179.33333333333334,3.102222222222222,6.28,NA
Q2,1993-02-23,NA,1.47,3.09,6.27,NA,1.3322222222222222,179.33333333333334,3.1033333333333335,6.22,NA
Q2,1993-03-02,135,1.21,3.13,6.15,NA,1.3677777777777778,179.33333333333334,3.282222222222222,6.693333333333333,NA
Q2,1993-03-09,220,0.94,3.11,6.36,NA,1.38,145.5,3.3477777777777775,6.855555555555555,NA
Q2,1993-03-16,183,1,2.82,5.29,NA,1.3922222222222222,135,3.402222222222222,7.028888888888889,NA
Q2,1993-03-23,NA,2.36,3.14,5.93,NA,1.3677777777777778,123.66666666666667,3.33,6.8566666666666665,NA
Q2,1993-03-30,NA,1.53,4.6,10,NA,1.3122222222222222,111.14285714285714,3.35,6.502222222222223,NA
Q2,1993-04-06,44,1.28,3.5,7.7,NA,1.3044444444444445,144,3.243333333333333,6.347777777777778,NA
Q2,1993-04-13,93,1.23,3.56,7.47,NA,1.3544444444444443,114.28571428571429,3.1566666666666667,6.122222222222222,NA
Q2,1993-04-20,67,1.29,3.02,6.54,NA,1.3855555555555554,102.83333333333334,3.121111111111111,6.101111111111111,NA
Q2,1993-04-27,36,0.97,3.27,3.08,NA,1.301111111111111,89.85714285714285,3.0444444444444443,6.071111111111111,NA
Q2,1993-05-04,365,1.14,2.17,4.76,NA,1.2655555555555555,84.125,2.8466666666666667,5.627777777777777,NA
Q2,1993-05-11,12,1.39,2.33,4.33,NA,1.3155555555555556,89.75,2.8722222222222222,5.665555555555556,NA
Q2,1993-05-18,NA,1.28,2.5,5.1,NA,1.3211111111111111,82.875,2.787777777777778,5.476666666666667,NA
Q2,1993-05-25,12,1.6,2.45,5.66,NA,1.4344444444444444,97.75,2.8644444444444446,5.6,NA
Q2,1993-06-01,44,1.21,2.82,6.01,NA,1.4677777777777778,95,2.86,5.96,NA
Q2,1993-06-08,89,1.73,3.73,8.04,NA,1.468888888888889,72.75,2.9611111111111112,6.171111111111111,NA
Q2,1993-06-15,38,1.28,2.8,5.77,NA,1.4633333333333334,81.42857142857143,3.011111111111111,6.346666666666667,NA
Q2,1993-06-15,NA,NA,NA,NA,NA,1.4633333333333334,81.42857142857143,3.011111111111111,6.346666666666667,NA
Q2,1993-06-22,186,2.31,3.71,7.65,NA,1.5755555555555556,81.42857142857143,3.2944444444444443,7.011111111111111,NA
Q2,1993-06-29,14,1.27,3.23,6.32,NA,1.541111111111111,93,3.1911111111111112,7.083333333333333,NA
Q2,1993-07-06,187,1.15,3.08,6.66,NA,1.5377777777777777,102.8,3.2311111111111113,7.156666666666666,NA
Q2,1993-07-13,NA,1.34,2.78,5.91,NA,1.49,95.4,3.163333333333333,7.022222222222222,NA
Q2,1993-07-20,NA,2.29,5.05,11.08,NA,1.4966666666666666,89,3.212222222222222,7.162222222222223,NA
Q2,1993-07-27,NA,1.29,1.52,6.31,NA,1.42,64.75,3.243333333333333,7.242222222222222,NA
Q2,1993-08-03,NA,1.18,3.18,6.67,NA,1.4266666666666667,63,3.1833333333333336,7.2,NA
Q2,1993-08-10,52,1.3,3.12,6.83,NA,1.4122222222222223,23.5,3.1777777777777776,7.205555555555556,NA
Q2,1993-08-17,6,1.34,3.24,7.03,NA,1.4177777777777778,51.4,3.0522222222222224,7.174444444444444,NA
Q2,1993-08-24,NA,1.62,3.99,8.37,NA,1.2977777777777777,84.16666666666666,2.8222222222222224,6.6899999999999995,NA
Q2,1993-08-31,7,1.33,2.69,5.94,NA,1.271111111111111,74.71428571428571,2.93,6.608888888888889,NA
Q2,1993-09-07,29,1.02,3.03,6.71,NA,1.268888888888889,67.125,2.9066666666666667,6.583333333333333,NA
Q2,1993-09-14,163,1.39,1.65,5.63,NA,1.2966666666666666,61.625,2.8777777777777778,6.525555555555555,NA
Q2,1993-09-21,248,1.21,2.98,6.72,NA,1.29,62,2.8533333333333335,6.446666666666666,NA
Q2,1993-09-28,18,1.05,2.49,5.58,NA,1.3077777777777777,57,2.7944444444444443,6.362222222222222,NA
Q2,1993-10-05,14,1.16,2.97,6.44,NA,1.298888888888889,57.33333333333333,2.858888888888889,6.433333333333334,NA
Q2,1993-10-13,8,1.55,2.86,6.31,NA,1.33,55.33333333333333,2.8533333333333335,6.414444444444444,NA
Q2,1993-10-19,9,1.28,3.02,6.32,NA,1.35,57.77777777777778,2.9766666666666666,6.446666666666666,NA
Q2,1993-10-26,17,1.78,3.46,7.61,NA,1.3966666666666667,35.44444444444444,3.102222222222222,6.644444444444445,NA
Q2,1993-11-02,10,1.25,3.27,6.58,NA,1.4111111111111112,35.44444444444444,3.1,6.628888888888889,NA
Q2,1993-11-09,11,1.3,2.98,6.54,NA,1.4088888888888889,39.888888888888886,2.9544444444444444,6.583333333333333,NA
Q2,1993-11-16,185,1.57,2.76,5.92,NA,1.3855555555555557,41.22222222222222,2.966666666666667,6.611111111111112,NA
Q2,1993-11-23,47,1.63,4.11,8.5,NA,1.4044444444444444,42,2.942222222222222,6.57,NA
Q2,1993-11-30,18,1.18,2.47,5.44,NA,1.4077777777777778,45.125,2.982222222222222,6.594444444444444,NA
Q2,1993-12-07,54,1.14,1.66,6.03,NA,1.4077777777777778,50.142857142857146,2.792222222222222,6.514444444444445,NA
Q2,1993-12-14,20,1.34,2.97,6.56,NA,1.4,56.66666666666667,2.6155555555555554,6.371111111111111,NA
Q2,1993-12-21,16,1.45,2.8,5.95,NA,1.38,31,2.6355555555555554,6.355555555555556,NA
Q2,1993-12-28,NA,1.81,3.82,7.83,NA,1.34,27,2.526666666666667,6.1000000000000005,NA
Q2,1994-01-04,NA,1.25,1.56,5.86,NA,1.3511111111111112,30,2.5566666666666666,6.1033333333333335,NA
Q2,1994-01-11,NA,1.23,1.39,5.25,NA,1.3955555555555557,15,2.69,6.032222222222222,NA
Q2,1994-01-18,NA,1.39,2.94,5.78,NA,1.3711111111111112,12.5,2.694444444444444,5.996666666666667,NA
Q2,1994-01-25,NA,1.27,3.13,6.2,NA,1.3866666666666667,9,2.63,5.931111111111111,NA
Q2,1994-02-01,NA,1.28,2.74,5.47,NA,1.3477777777777777,9.5,2.4699999999999998,5.67,NA
Q2,1994-02-08,9,1.54,2.86,5.39,NA,1.35,12.333333333333334,2.638888888888889,5.762222222222222,NA
Q2,1994-02-15,NA,1.12,3.01,6.24,NA,1.3533333333333333,12.333333333333334,2.828888888888889,5.916666666666667,NA
Q2,1994-02-22,NA,1.59,2.22,5.36,NA,1.3444444444444446,12.333333333333334,2.8566666666666665,6.094444444444444,NA
Q2,1994-03-01,10,1.46,2.38,5.48,NA,1.3522222222222222,12.333333333333334,2.8722222222222222,6.2122222222222225,NA
Q2,1994-03-08,18,1.27,3.08,6.69,NA,1.3544444444444446,12.333333333333334,2.9322222222222223,6.415555555555556,NA
Q2,1994-03-15,NA,1.26,3.1,6.64,NA,1.3155555555555556,18.666666666666668,2.953333333333333,6.5488888888888885,NA
Q2,1994-03-22,NA,1.31,3.19,7.38,NA,1.3444444444444446,37.5,2.9522222222222223,6.587777777777778,NA
Q2,1994-03-29,NA,1.34,3.27,7.26,NA,1.3022222222222222,32.8,3.0633333333333335,6.767777777777778,NA
Q2,1994-04-05,NA,1.3,3.28,7.3,NA,1.2577777777777779,33,3.15,6.952222222222222,NA
Q2,1994-04-12,28,1.19,3.05,6.59,NA,1.2722222222222221,33,3.1044444444444443,6.854444444444444,NA
Q2,1994-04-19,94,1.38,3,6.59,NA,1.2733333333333334,30.166666666666664,3.0566666666666666,6.77,NA
Q2,1994-04-26,14,1.21,3.22,6.98,NA,1.268888888888889,28.428571428571427,3.0433333333333334,6.702222222222222,NA
Q2,1994-05-03,11,1.06,3.16,7.14,NA,1.32,28,3.172222222222222,6.887777777777778,NA
Q2,1994-05-10,18,1.4,2.67,5.81,NA,1.3433333333333333,26.77777777777778,3.1888888888888887,6.905555555555555,NA
Q2,1994-05-17,16,1.27,2.67,5.88,NA,1.3625,26.625,3.20625,6.945,NA
Q2,1994-05-24,18,1.27,3.07,6.77,NA,1.3925,22.25,3.24125,6.95875,NA
Q2,1994-05-31,25,1.8,4.43,8.93,NA,1.4011111111111112,23.11111111111111,3.1177777777777775,6.631111111111111,NA
Q2,1994-06-07,17,1.51,3.43,7.46,NA,1.4266666666666667,29.444444444444443,3.09,6.533333333333333,NA
Q2,1994-06-14,NA,NA,NA,NA,NA,1.43,30.875,3.1425,6.62375,NA
Q2,1994-06-21,59,1.62,3.28,6.7,NA,1.46125,87.625,3.11875,6.51,NA
Q2,1994-06-28,6,1.29,3.02,6.05,NA,1.4885714285714287,97.57142857142858,3.125714285714286,6.472857142857142,NA
Q2,1994-06-30,38,1.39,2.33,4.94,NA,1.4885714285714287,97.57142857142858,3.125714285714286,6.472857142857142,NA
Q2,1994-07-05,68,1.29,2.91,6.26,NA,1.27,109.66666666666666,2.7257142857142855,5.54,NA
Q2,1994-07-12,NA,NA,NA,NA,NA,1.2285714285714286,128.2,2.597142857142857,5.298571428571428,NA
Q2,1994-07-19,470,1.52,2.48,4.97,NA,1.2285714285714286,128.2,2.597142857142857,5.298571428571428,NA
Q2,1994-07-26,NA,NA,NA,NA,NA,1.1633333333333333,145.5,2.4833333333333334,5.0649999999999995,NA
Q2,1994-08-02,NA,0.27,1.63,2.4,NA,1.075,269,2.3875,4.85,NA
Q2,1994-08-09,NA,1.22,2.53,5.77,NA,1.0033333333333334,470,2.2133333333333334,4.38,NA
Q2,1994-08-16,NA,NA,NA,NA,NA,1.0033333333333334,470,2.2133333333333334,4.38,NA
Q2,1994-08-23,NA,NA,NA,NA,NA,0.9500000000000001,NA,1.9333333333333331,3.913333333333333,NA
Q2,1994-08-30,NA,NA,NA,NA,NA,0.9500000000000001,NA,1.9333333333333331,3.913333333333333,NA
Q2,1994-09-06,NA,NA,NA,NA,NA,1.29,NA,2.085,4.67,NA
Q2,1994-09-13,NA,NA,NA,NA,NA,1.36,NA,1.64,3.57,NA
Q2,1994-09-20,NA,1.36,1.64,3.57,NA,1.36,NA,1.64,3.57,NA
Q2,1994-09-27,NA,NA,NA,NA,NA,1.32,NA,1.975,4.325,NA
Q2,1994-10-04,NA,NA,NA,NA,NA,1.32,NA,1.975,4.325,NA
Q2,1994-10-11,NA,NA,NA,NA,NA,1.34,NA,1.9233333333333333,4.096666666666667,NA
Q2,1994-10-18,NA,NA,NA,NA,NA,1.2875,NA,1.9849999999999999,4.215,NA
Q2,1994-10-25,NA,1.28,2.31,5.08,NA,1.2125,NA,2.125,4.5125,NA
Q2,1994-11-01,NA,NA,NA,NA,NA,1.212,NA,2.166,4.572,NA
Q2,1994-11-08,NA,1.38,1.82,3.64,NA,1.205,NA,2.211666666666667,4.678333333333334,NA
Q2,1994-11-15,NA,1.13,2.17,4.57,NA,1.1957142857142857,NA,2.27,4.837142857142857,NA
Q2,1994-11-22,NA,1.06,2.2,4.76,NA,1.27,NA,2.43875,5.22875,NA
Q2,1994-11-29,NA,1.21,2.33,4.81,NA,1.25375,NA,2.48875,5.3075,NA
Q2,1994-12-06,NA,1.17,2.44,5.21,NA,1.25375,NA,2.48875,5.3075,NA
Q2,1994-12-13,NA,1.14,2.62,5.79,NA,1.2357142857142858,NA,2.5842857142857145,5.545714285714285,NA
Q2,1994-12-20,NA,1.79,3.62,7.97,NA,1.2533333333333334,NA,2.6533333333333333,5.708333333333333,NA
Q2,1994-12-27,NA,1.15,2.71,5.71,NA,1.292,NA,2.744,5.898,NA
Q3,1988-01-05,142,0.68,2.69,3.7,12,0.7436363636363637,160.91666666666666,2.359090909090909,3.329090909090909,37.23076923076923
Q3,1988-01-12,181,0.66,2.55,3.6,9,0.7408333333333333,161.6153846153846,2.4716666666666667,3.2775,36.42857142857143
Q3,1988-01-19,157,0.66,2.69,3.65,17,0.7361538461538462,160.5,2.4853846153846155,3.3207692307692307,35.06666666666667
Q3,1988-01-26,157,0.72,3.04,4.17,31,0.7321428571428571,163.4,2.5228571428571427,3.3585714285714285,34.3125
Q3,1988-01-29,209,0.82,2.18,3.19,47,0.7321428571428571,163.4,2.5228571428571427,3.3585714285714285,34.3125
Q3,1988-01-29,183,0.72,2.18,3.11,41,0.7321428571428571,163.4,2.5228571428571427,3.3585714285714285,34.3125
Q3,1988-01-29,167,0.85,2.13,3.03,24,0.7321428571428571,163.4,2.5228571428571427,3.3585714285714285,34.3125
Q3,1988-01-29,141,0.82,2.09,2.93,34,0.7321428571428571,163.4,2.5228571428571427,3.3585714285714285,34.3125
Q3,1988-01-29,209,NA,NA,NA,72,0.7321428571428571,163.4,2.5228571428571427,3.3585714285714285,34.3125
Q3,1988-01-29,NA,NA,NA,NA,75,0.7321428571428571,163.4,2.5228571428571427,3.3585714285714285,34.3125
Q3,1988-01-29,207,0.78,2.24,3.2,52,0.7321428571428571,163.4,2.5228571428571427,3.3585714285714285,34.3125
Q3,1988-02-02,146,0.76,1.96,2.93,15,0.728,165.4375,2.556,3.3953333333333333,33.1764705882353
Q3,1988-02-02,32,0.71,2.2,3.11,55,0.728,165.4375,2.556,3.3953333333333333,33.1764705882353
Q3,1988-02-03,NA,NA,NA,NA,NA,0.728,165.4375,2.556,3.3953333333333333,33.1764705882353
Q3,1988-02-04,NA,NA,NA,NA,NA,0.728,165.4375,2.556,3.3953333333333333,33.1764705882353
Q3,1988-02-09,170,0.71,3.71,2.71,26,0.72,168.8125,2.5766666666666667,3.356,34.35294117647059
Q3,1988-02-10,NA,NA,NA,NA,NA,0.72,168.8125,2.5766666666666667,3.356,34.35294117647059
Q3,1988-02-16,146,0.68,2.65,3.84,16,0.6833333333333333,170.9375,2.5166666666666666,3.3646666666666665,34.588235294117645
Q3,1988-02-23,204,0.68,3.01,3.85,23,0.6806666666666666,174.8125,2.5366666666666666,3.3753333333333333,35.05882352941177
Q3,1988-03-01,196,0.67,3.02,3.91,15,0.609,172.4,2.597,3.349,25.1
Q3,1988-03-08,196,0.56,3,3.11,32,0.5833333333333334,194.77777777777777,2.7488888888888887,3.462222222222222,22.444444444444443
Q3,1988-03-15,215,0.11,1.65,3.73,13,0.5722222222222222,199.22222222222223,2.651111111111111,3.5733333333333333,21.666666666666668
Q3,1988-03-23,219,0.62,2.99,3.81,25,0.5633333333333334,204.22222222222223,2.628888888888889,3.497777777777778,21.77777777777778
Q3,1988-03-29,200,0.59,1.78,2.49,31,0.5588888888888889,204.66666666666666,2.6233333333333335,3.4922222222222223,22.22222222222222
Q3,1988-04-05,207,0.63,2.93,3.71,21,0.5555555555555556,205.22222222222223,2.6144444444444446,3.4766666666666666,26.333333333333332
Q3,1988-04-12,210,0.61,2.83,3.71,19,0.593,206.1,2.529,3.443,28.5
Q3,1988-04-19,191,0.6,2.45,3.16,17,0.64,202.2,2.487,3.174,29.9
Q3,1988-04-26,208,0.64,2.96,3.8,27,0.639,200.9,2.321,2.908,34.8
Q3,1988-05-03,201,0.64,2.94,3.77,52,0.647,198.7,2.384,2.9290000000000003,40.5
Q3,1988-05-10,224,0.66,3.07,3.84,64,0.658,198.6,2.3890000000000002,2.8810000000000002,46.2
Q3,1988-05-10,186,0.83,1.69,2.41,16,0.658,198.6,2.3890000000000002,2.8810000000000002,46.2
Q3,1988-05-10,NA,NA,NA,NA,NA,0.658,198.6,2.3890000000000002,2.8810000000000002,46.2
Q3,1988-05-10,NA,NA,NA,NA,NA,0.658,198.6,2.3890000000000002,2.8810000000000002,46.2
Q3,1988-05-10,NA,NA,NA,NA,NA,0.658,198.6,2.3890000000000002,2.8810000000000002,46.2
Q3,1988-05-17,176,0.58,1.23,1.04,27,0.667,197.33333333333334,2.4050000000000002,2.834,51.3
Q3,1988-05-24,206,0.61,1.33,1.15,74,0.6759999999999999,198.125,2.376,2.774,55.111111111111114
Q3,1988-05-31,178,0.67,2.41,2.7,88,0.6819999999999999,196.71428571428572,2.354,2.692,58.625
Q3,1988-06-07,206,0.74,2.98,3.23,78,0.688,196,2.339,2.613,59.57142857142857
Q3,1988-06-14,NA,0.7,2.99,3.24,70,0.6733333333333333,191.5,2.3777777777777778,2.5366666666666666,67.4
Q3,1988-06-21,NA,0.69,2.16,2.56,NA,0.67,196.66666666666666,2.466,2.727,65.6
Q3,1988-06-28,NA,0.7,2.74,2.98,NA,0.672,192,2.534,2.857,63.5
Q3,1988-07-05,NA,0.7,2.79,2.98,NA,0.679,206,2.586,2.906,46.25
Q3,1988-07-12,NA,0.67,2.77,2.95,NA,0.677,NA,2.584,2.896,28
Q3,1988-07-19,NA,0.55,2.13,2.72,18,0.6759999999999999,NA,2.574,2.887,29.75
Q3,1988-07-22,NA,0.67,2.36,2.76,NA,0.6759999999999999,NA,2.574,2.887,29.75
Q3,1988-07-26,NA,0.63,2.01,2.45,NA,0.6414285714285715,85,2.2721428571428572,2.6492857142857145,28.6
Q3,1988-07-26,NA,NA,NA,NA,NA,0.6414285714285715,85,2.2721428571428572,2.6492857142857145,28.6
Q3,1988-08-02,NA,0.74,2.93,3.19,19,0.6321428571428571,118,2.2542857142857144,2.66,28.6
Q3,1988-08-09,NA,0.72,2.96,3.13,5,0.6328571428571429,134.66666666666666,2.2592857142857143,2.710714285714286,28.6
Q3,1988-08-16,NA,0.69,2.89,3.15,77,0.6221428571428571,135.5,2.2064285714285714,2.697857142857143,25.166666666666668
Q3,1988-08-23,NA,0.66,2.63,3.31,NA,0.6215384615384615,134.4,2.2223076923076923,2.76,26.6
Q3,1988-08-24,NA,NA,NA,NA,NA,0.6215384615384615,134.4,2.2223076923076923,2.76,26.6
Q3,1988-08-24,NA,0.64,1.51,2.09,24,0.6215384615384615,134.4,2.2223076923076923,2.76,26.6
Q3,1988-08-24,NA,0.58,1.42,1.99,NA,0.6215384615384615,134.4,2.2223076923076923,2.76,26.6
Q3,1988-08-24,85,0.45,0.67,0.91,NA,0.6215384615384615,134.4,2.2223076923076923,2.76,26.6
Q3,1988-08-24,NA,0.58,2,2.48,NA,0.6215384615384615,134.4,2.2223076923076923,2.76,26.6
Q3,1988-08-30,151,0.57,2.49,3.13,NA,0.6223076923076923,133.16666666666666,2.2846153846153845,2.8215384615384616,26.6
Q3,1988-09-06,168,0.71,2.86,3.69,NA,0.6076923076923076,133.16666666666666,2.2115384615384617,2.7830769230769232,35.6
Q3,1988-09-13,138,0.52,2.03,2.77,8,0.5984615384615385,140.85714285714286,2.1923076923076925,2.786153846153846,42.2
Q3,1988-09-20,130,0.59,2.49,3.59,NA,0.5908333333333333,148.875,2.1341666666666668,2.7558333333333334,38.2
Q3,1988-09-27,127,0.64,2.82,3.25,NA,0.60875,158.625,2.4775,3.2225,41.75
Q3,1988-10-04,NA,0.55,1.98,2.69,64,0.63,165,2.5012499999999998,3.3,41.75
Q3,1988-10-11,187,0.6,2.71,3.17,38,0.6275,168.25,2.48875,3.33125,41.75
Q3,1988-10-18,205,NA,NA,NA,57,0.65125,171.25,2.565,3.4387499999999998,53
Q3,1988-10-25,163,0.69,2.44,3.49,NA,0.665,176.25,2.5375,3.4171428571428573,53
Q3,1988-11-01,202,0.74,2.68,3.75,NA,0.67125,182.75,2.5324999999999998,3.4971428571428573,53
Q3,1988-11-07,194,0.69,2.76,3.94,NA,0.68625,184.44444444444446,2.6325,3.6671428571428573,47.5
Q3,1988-11-15,162,0.71,2.64,3.63,NA,0.7075,184,2.6574999999999998,3.7885714285714287,57
Q3,1988-11-22,170,0.7,2.27,NA,NA,0.7144444444444444,184,2.672222222222222,3.8125,NA
Q3,1988-11-29,179,0.69,2.78,3.81,NA,0.7233333333333333,186.33333333333334,2.6966666666666668,3.8449999999999998,NA
Q3,1988-12-06,198,0.67,2.78,3.88,NA,0.7244444444444444,182.22222222222223,2.7177777777777776,3.8762499999999998,NA
Q3,1988-12-13,183,0.77,2.91,4.02,NA,0.7366666666666667,191.33333333333334,2.66,3.815,NA
Q3,1988-12-20,205,0.77,2.79,3.98,NA,0.7444444444444445,174.44444444444446,2.668888888888889,3.84,NA
Q3,1988-12-27,184,0.77,2.66,3.75,NA,0.7611111111111111,177.33333333333334,2.7344444444444447,3.862222222222222,NA
Q3,1989-01-03,165,0.75,2.87,4,NA,0.7755555555555556,181.77777777777777,2.7466666666666666,3.8766666666666665,NA
Q3,1989-01-10,276,0.8,2.24,3.45,NA,0.7955555555555556,184,2.7511111111111113,3.888888888888889,NA
Q3,1989-01-17,10,0.78,2.72,3.83,NA,0.7922222222222223,188.88888888888889,2.761111111111111,3.87,NA
Q3,1989-01-24,196,0.85,2.86,4.04,NA,0.7866666666666666,184,2.756666666666667,3.8355555555555556,NA
Q3,1989-01-31,219,0.82,2.89,3.94,NA,0.7811111111111111,179.77777777777777,2.7544444444444447,3.801111111111111,NA
Q3,1989-02-07,218,0.85,2.82,3.99,NA,0.7777777777777778,181.44444444444446,2.7622222222222224,3.79,NA
Q3,1989-02-14,227,0.74,3,3.85,NA,0.7688888888888888,163.66666666666666,2.8033333333333332,3.801111111111111,NA
Q3,1989-02-21,161,0.72,2.75,3.67,NA,0.76,181.77777777777777,2.8166666666666664,3.7544444444444443,NA
Q3,1989-02-28,146,0.72,2.64,3.44,NA,0.7388888888888888,180.22222222222223,2.8144444444444443,3.6855555555555557,NA
Q3,1989-03-07,180,0.72,2.94,3.9,NA,0.7244444444444444,175.11111111111111,2.792222222222222,3.6666666666666665,NA
Q3,1989-03-09,NA,NA,NA,NA,NA,0.7244444444444444,175.11111111111111,2.792222222222222,3.6666666666666665,NA
Q3,1989-03-14,116,0.72,2.61,3.55,NA,0.7066666666666667,167.11111111111111,2.7455555555555553,3.6255555555555556,NA
Q3,1989-03-21,173,0.7,2.84,3.41,NA,0.6988888888888889,158.22222222222223,2.716666666666667,3.668888888888889,NA
Q3,1989-03-28,182,0.66,2.84,3.42,NA,0.7055555555555555,161,2.7255555555555557,3.7399999999999998,NA
Q3,1989-04-04,173,0.69,2.69,3.77,NA,0.7122222222222222,163.77777777777777,2.76,3.8533333333333335,NA
Q3,1989-04-11,146,0.69,2.4,3.62,NA,0.7211111111111111,159.66666666666666,2.7022222222222223,3.8377777777777777,NA
Q3,1989-04-18,147,0.67,2.74,4.24,NA,0.7344444444444445,164.66666666666666,2.7355555555555555,3.9033333333333333,NA
Q3,1989-04-25,186,0.78,2.83,4.31,NA,0.7344444444444445,166.55555555555554,2.7577777777777777,3.9988888888888887,NA
Q3,1989-05-02,171,0.78,2.95,4.46,NA,0.7488888888888889,164.44444444444446,2.7711111111111113,4.073333333333333,NA
Q3,1989-05-09,143,0.8,2.42,3.76,NA,0.7577777777777778,159.88888888888889,2.8133333333333335,4.101111111111111,NA
Q3,1989-05-16,161,0.84,2.91,4.14,NA,0.75,159.66666666666666,2.8744444444444444,4.188888888888889,NA
Q3,1989-05-23,190,0.7,3.04,4.27,NA,0.7544444444444445,145.22222222222223,2.9,4.1755555555555555,NA
Q3,1989-05-30,163,0.79,2.96,4.09,NA,0.7466666666666667,128.11111111111111,2.951111111111111,4.111111111111111,NA
Q3,1989-06-06,132,0.77,3.07,4.02,NA,0.7433333333333333,110.22222222222223,2.8,3.761111111111111,NA
Q3,1989-06-13,144,0.62,2.95,4.41,NA,0.75,109,2.8455555555555554,3.7755555555555556,NA
Q3,1989-06-20,17,0.71,2.97,4.12,NA,0.7511111111111111,92.22222222222223,2.8066666666666666,3.7533333333333334,NA
Q3,1989-06-27,32,0.71,3.29,3.73,NA,0.7633333333333333,75.66666666666667,2.772222222222222,3.701111111111111,NA
Q3,1989-07-05,10,0.75,1.59,1.31,NA,0.7688888888888888,75.22222222222223,2.747777777777778,3.6622222222222223,NA
Q3,1989-07-11,132,0.86,2.83,3.89,NA,0.7888888888888889,90.33333333333333,2.768888888888889,3.6822222222222223,NA
Q3,1989-07-18,10,0.85,2.56,3.94,NA,0.8111111111111111,97.33333333333334,2.781111111111111,3.6277777777777778,NA
Q3,1989-07-26,41,0.81,2.73,3.8,NA,0.8044444444444444,111.22222222222223,2.626666666666667,3.4266666666666667,NA
Q3,1989-08-01,159,0.84,2.74,3.74,NA,0.81625,133.55555555555554,2.272222222222222,3.387777777777778,NA
Q3,1989-08-08,268,0.95,3.26,4.2,NA,0.81625,143.88888888888889,2.4166666666666665,3.6944444444444446,NA
Q3,1989-08-15,207,0.82,3.06,3.92,NA,0.80625,139.66666666666666,2.4266666666666667,3.6833333333333336,NA
Q3,1989-08-22,142,0.65,1.58,2.31,NA,0.81125,155.875,2.4344444444444444,3.6166666666666667,NA
Q3,1989-08-29,233,NA,0.1,3.38,NA,0.8855555555555555,172.28571428571428,2.458,3.3970000000000002,NA
Q3,1989-09-05,103,0.75,2.89,4.07,NA,0.915,157,2.488,3.412,NA
Q3,1989-09-12,94,0.78,2.92,3.79,NA,0.913,138.5,2.465,3.387,NA
Q3,1989-09-20,NA,NA,NA,NA,NA,0.963,132.83333333333334,2.497,3.4290000000000003,NA
Q3,1989-09-22,NA,0.89,2.63,3.34,NA,0.963,132.83333333333334,2.497,3.4290000000000003,NA
Q3,1989-09-26,NA,1.15,2.86,3.72,NA,1.031,176.5,2.676,3.638,NA
Q3,1989-09-26,NA,1.14,2.54,1.5,NA,1.031,176.5,2.676,3.638,NA
Q3,1989-10-03,52,1.02,3.04,3.89,NA,1.0718181818181818,234.66666666666669,3.083,3.761,NA
Q3,1989-10-05,NA,1,NA,NA,NA,1.0718181818181818,234.66666666666669,3.083,3.761,NA
Q3,1989-10-10,NA,0.93,3.03,3.95,NA,1.3575,409.57142857142856,3.210909090909091,3.7454545454545456,NA
Q3,1989-10-17,173,1.32,3.38,4.34,NA,1.4241666666666666,459.57142857142856,3.2609090909090908,3.559090909090909,NA
Q3,1989-10-24,404,1.33,3.37,4.4,NA,1.4708333333333332,444.625,3.325454545454545,3.6163636363636367,NA
Q3,1989-10-31,582,1.48,4.17,4.61,NA,1.500909090909091,431.6666666666667,3.465,3.9450000000000003,NA
Q3,1989-11-07,657,1.81,3.71,4.33,NA,1.549,460.8888888888889,3.502,4.057,NA
Q3,1989-11-08,905,3.44,3.67,3.33,NA,1.549,460.8888888888889,3.502,4.057,NA
Q3,1989-11-14,444,1.58,3.47,1.74,NA,1.557,415.8,3.556,4.1770000000000005,NA
Q3,1989-11-21,340,1.45,3.34,3.97,NA,1.524,428.8,3.573,4.2700000000000005,NA
Q3,1989-11-28,328,1.15,3.47,4.89,NA,1.489,424.5,3.586,4.354,NA
Q3,1989-12-05,315,1,3.41,5.01,NA,1.587,407,3.549,4.404,NA
Q3,1989-12-12,10,1.01,3.57,5.15,NA,1.3133333333333332,300.625,3.5244444444444443,4.62,NA
Q3,1989-12-19,303,0.99,3.55,5.27,NA,1.2833333333333332,249.625,3.5433333333333334,5.018888888888889,NA
