sample_id,sample_date,no3_n,k,mg,ca,nh4_n,calc_rolling_k,calc_rolling_no3_n,calc_rolling_mg,calc_rolling_ca,calc_rolling_nh4_n
Q2,1988-11-07,225,0.86,2.35,5.23,NA,0.8362499999999999,226.625,2.4,4.598571428571429,62
Q2,1988-11-15,224,0.83,2.34,4.98,NA,0.8475,224.125,2.38125,4.18625,61
Q2,1988-11-22,224,0.8,2.25,4.87,NA,0.8455555555555555,221.5,2.3755555555555556,4.171111111111111,NA
Q2,1988-11-29,208,0.82,2.59,4.2,NA,0.8455555555555555,222.11111111111111,2.3866666666666667,4.188888888888889,NA
Q2,1988-12-06,239,0.96,2.62,3.96,NA,0.8566666666666667,198.88888888888889,2.4055555555555554,4.195555555555556,NA
Q2,1988-12-13,220,0.87,2.25,1.3,NA,0.8722222222222222,220.66666666666666,2.3633333333333333,4.161111111111111,NA
Q2,1988-12-20,214,0.83,2.33,4.05,NA,0.8911111111111111,211.22222222222223,2.3855555555555554,4.044444444444444,NA
Q2,1988-12-27,227,0.83,2.42,5.21,NA,0.9066666666666666,211,2.431111111111111,3.9566666666666666,NA
Q2,1989-01-03,9,0.91,2.5,3.96,NA,0.9199999999999999,215.22222222222223,2.442222222222222,3.9433333333333334,NA
Q2,1989-01-10,421,1,1.97,4.92,NA,0.9177777777777778,215.88888888888889,2.4344444444444444,4.067777777777778,NA
Q2,1989-01-17,139,1,2.54,3.93,NA,0.9077777777777778,219.11111111111111,2.4833333333333334,4.488888888888889,NA
Q2,1989-01-24,222,0.94,2.66,4.08,NA,0.9111111111111111,220.66666666666666,2.486666666666667,4.555555555555555,NA
Q2,1989-01-31,246,0.94,2.69,4.08,NA,0.9188888888888889,221.55555555555554,2.4677777777777776,4.486666666666666,NA
Q2,1989-02-07,245,0.94,2.55,5.08,NA,0.9166666666666666,246.88888888888889,2.477777777777778,4.6066666666666665,NA
Q2,1989-02-14,249,0.78,2.69,5.09,NA,0.9011111111111111,232.8,2.52,4.592222222222222,NA
Q2,1989-02-21,228,0.86,2.36,4.65,NA,0.8855555555555555,241.8,2.8566666666666665,4.673333333333334,NA
Q2,1989-02-28,235,0.9,2.25,4.59,NA,0.8366666666666667,241.3,2.851111111111111,4.737777777777778,NA
Q2,1989-03-07,237,0.89,2.59,5.04,NA,0.8277777777777777,239.1,2.828888888888889,4.743333333333333,NA
Q2,1989-03-09,NA,NA,NA,NA,NA,0.8277777777777777,239.1,2.828888888888889,4.743333333333333,NA
Q2,1989-03-14,61,NA,NA,NA,NA,0.8233333333333334,235.5,2.7933333333333334,4.728888888888889,NA
Q2,1989-03-14,466,0.86,2.35,4.79,NA,0.8233333333333334,235.5,2.7933333333333334,4.728888888888889,NA
Q2,1989-03-21,229,0.86,5.57,4.66,NA,0.8377777777777777,224.9,2.7688888888888887,4.62,NA
Q2,1989-03-28,217,0.5,2.61,4.66,NA,0.8466666666666667,218.3,2.785555555555556,4.57,NA
Q2,1989-04-04,224,0.86,2.49,4.13,NA,0.8544444444444445,209.9,2.8266666666666667,4.53,NA
Q2,1989-04-11,209,0.9,2.23,4.95,NA,0.8644444444444445,205.6,2.801111111111111,4.536666666666667,NA
Q2,1989-04-18,143,0.91,2.47,4.11,NA,0.8766666666666667,190.55555555555554,2.8766666666666665,4.467777777777778,NA
Q2,1989-04-25,162,0.94,2.51,4.2,NA,0.8755555555555555,183.55555555555554,2.562222222222222,4.44,NA
Q2,1989-05-02,151,0.97,2.62,4.23,NA,0.9277777777777778,176.77777777777777,2.5833333333333335,4.392222222222222,NA
Q2,1989-05-09,194,0.98,2.36,5.1,NA,0.9455555555555556,174,2.6133333333333333,4.426666666666667,NA
Q2,1989-05-16,186,0.97,3.03,4.17,NA,0.9377777777777777,169.33333333333334,2.6566666666666667,4.453333333333333,NA
Q2,1989-05-23,166,0.85,2.74,4.41,NA,0.9366666666666666,174,2.6755555555555555,4.58,NA
Q2,1989-05-30,156,0.97,2.8,4.23,NA,0.9299999999999999,165.55555555555554,2.714444444444444,4.637777777777778,NA
Q2,1989-06-06,199,1.02,2.76,4.44,NA,0.9277777777777778,172.22222222222223,2.562222222222222,4.498888888888889,NA
Q2,1989-06-13,167,0.83,2.62,5.19,NA,0.9411111111111111,172.66666666666666,2.577777777777778,4.495555555555556,NA
Q2,1989-06-20,185,0.9,2.64,5.25,NA,0.9522222222222222,166.66666666666666,2.5166666666666666,4.615555555555556,NA
Q2,1989-06-27,86,0.88,2.86,4.72,NA,0.9722222222222222,170.44444444444446,2.491111111111111,4.684444444444445,NA
Q2,1989-07-05,211,0.95,1.25,2.98,NA,0.9733333333333334,178.22222222222223,2.4566666666666666,4.76,NA
Q2,1989-07-11,198,1.1,2.5,5.07,NA,0.9811111111111112,171.55555555555554,2.468888888888889,4.844444444444445,NA
Q2,1989-07-18,132,1.07,2.48,5.25,NA,0.9977777777777778,169.11111111111111,2.4844444444444442,4.828888888888889,NA
Q2,1989-07-26,200,1.03,2.51,5.03,NA,1.0044444444444445,176,2.3566666666666665,4.605555555555556,NA
Q2,1989-08-01,226,0.98,2.49,4.91,NA,1.0133333333333334,183,2.3266666666666667,4.640000000000001,NA
Q2,1989-08-08,139,1.09,2.87,5.2,NA,1.0166666666666666,163.11111111111111,2.4988888888888887,4.926666666666667,NA
Q2,1989-08-15,145,0.98,2.76,5.05,NA,1.0033333333333334,142,2.537777777777778,4.945555555555556,NA
Q2,1989-08-22,247,0.96,1.49,3.24,NA,1.01,143.25,2.541111111111111,4.905555555555556,NA
Q2,1989-08-29,149,0.96,2.59,5.03,NA,1.089,131.5,2.581,4.947,NA
Q2,1989-09-05,32,0.98,2.8,5.56,NA,1.1081818181818182,117.375,2.62,5.005,NA
Q2,1989-09-12,8,0.98,2.85,5.24,NA,1.1081818181818182,114.28571428571429,2.6229999999999998,5.036,NA
Q2,1989-09-20,NA,NA,NA,NA,NA,1.1372727272727272,118,2.641,5.094,NA
Q2,1989-09-22,NA,1.13,2.51,4.89,NA,1.1372727272727272,118,2.641,5.094,NA
Q2,1989-09-26,NA,1.35,2.72,5.15,NA,1.1718181818181819,137.42857142857142,2.789,5.341,NA
Q2,1989-09-26,106,1.48,2.73,5.2,NA,1.1718181818181819,137.42857142857142,2.789,5.341,NA
Q2,1989-10-03,113,1.18,2.88,5.49,NA,1.2090909090909092,179.42857142857142,2.875,5.4399999999999995,NA
Q2,1989-10-05,NA,1.1,NA,NA,NA,1.2090909090909092,179.42857142857142,2.875,5.4399999999999995,NA
Q2,1989-10-10,NA,1.09,2.9,5.51,NA,1.3816666666666666,381.5,2.901818181818182,5.418181818181818,NA
Q2,1989-10-17,171,1.3,2.94,5.63,NA,1.4333333333333333,433.5,2.9172727272727275,5.419090909090909,NA
Q2,1989-10-24,383,1.34,2.97,5.71,NA,1.4533333333333334,419.1111111111111,2.97,5.465454545454546,NA
Q2,1989-10-31,443,1.37,3.45,6.02,NA,1.4245454545454546,439.55555555555554,3.044,5.663,NA
Q2,1989-11-07,624,1.82,3.05,5.31,NA,1.435,456.1111111111111,3.073,5.791,NA
Q2,1989-11-08,1204,2.44,2.92,5.45,NA,1.435,456.1111111111111,3.073,5.791,NA
Q2,1989-11-14,424,1.6,3.02,5.25,NA,1.431,437,3.097,5.925,NA
Q2,1989-11-21,304,1.37,3.09,5.4,NA,1.3940000000000001,446.2,3.116,6.053,NA
Q2,1989-11-28,290,1.06,3.22,6.86,NA,1.339,424.3,3.138,6.071,NA
Q2,1989-12-05,262,0.96,3.17,6.77,NA,1.444,422.2222222222223,3.121,6.153,NA
Q2,1989-12-12,265,1.05,3.14,6.85,NA,1.2655555555555555,280.875,3.121111111111111,6.3244444444444445,NA
Q2,1989-12-19,263,0.93,3.13,6.91,NA,1.221111111111111,276,3.1333333333333333,6.4911111111111115,NA
Q2,1989-12-26,164,0.79,3.19,5.89,NA,1.2066666666666666,239.25,3.1233333333333335,6.613333333333333,NA
Q2,1990-01-02,NA,2.42,3.28,6.84,NA,1.2255555555555555,204.625,3.098888888888889,6.591111111111111,NA
Q2,1990-01-09,275,1.21,2.85,6.15,NA,1.238888888888889,206.5,3.0866666666666664,6.594444444444444,NA
Q2,1990-01-16,385,1.2,3.13,6.75,NA,1.2655555555555555,209.375,3.1044444444444443,6.588888888888889,NA
Q2,1990-01-23,10,1.24,3,6.5,NA,1.3211111111111111,183.625,3.111111111111111,6.561111111111111,NA
Q2,1990-01-30,13,1.23,3,6.66,NA,1.3822222222222222,194.75,3.12,6.677777777777778,NA
Q2,1990-02-06,277,1.08,3.06,6.8,NA,1.2433333333333334,194.33333333333334,3.128888888888889,6.702222222222222,NA
Q2,1990-02-13,288,1.29,3.3,6.8,NA,1.3233333333333333,180.55555555555554,3.0266666666666664,6.497777777777777,NA
Q2,1990-02-20,57,1.43,3.19,6.66,NA,1.3388888888888888,155,3.0366666666666666,6.502222222222223,NA
Q2,1990-02-27,253,1.34,3.27,6.94,NA,1.3388888888888888,188,3.0522222222222224,6.53,NA
Q2,1990-03-06,191,1.17,3.36,7.06,NA,1.3266666666666667,213,3.088888888888889,6.568888888888889,NA
Q2,1990-03-13,151,1.93,1.93,4.31,NA,1.3266666666666667,189.28571428571428,3.1277777777777778,6.625555555555556,NA
Q2,1990-03-20,NA,1.34,3.22,6.79,NA,1.2966666666666666,155.71428571428572,3.13,6.666666666666667,NA
Q2,1990-03-27,274,1.24,3.14,6.75,NA,1.4153846153846155,453.72727272727275,2.47,5.243076923076923,NA
Q2,1990-04-03,NA,1.12,3.33,7.01,NA,1.393076923076923,460.9090909090909,2.46,5.222307692307692,NA
Q2,1990-04-10,111,1.08,3.41,7.31,NA,1.4142857142857144,468.75,2.402142857142857,5.115714285714286,NA
Q2,1990-04-17,53,1.02,3.32,7.17,NA,1.3664285714285715,479,2.485,5.283571428571428,NA
Q2,1990-04-24,10,1.05,3.34,7.25,NA,1.36,460.2307692307692,2.492142857142857,5.307857142857143,NA
Q2,1990-04-25,840,1.64,0.42,0.79,NA,1.36,460.2307692307692,2.492142857142857,5.307857142857143,NA
Q2,1990-04-25,1059,1.99,0.51,1.03,NA,1.36,460.2307692307692,2.492142857142857,5.307857142857143,NA
Q2,1990-04-25,1338,1.92,0.63,1.17,NA,1.36,460.2307692307692,2.492142857142857,5.307857142857143,NA
Q2,1990-04-26,711,1.56,2.23,4.58,NA,1.36,460.2307692307692,2.492142857142857,5.307857142857143,NA
Q2,1990-05-01,332,1.05,3.14,6.67,NA,1.3635714285714287,466.7692307692308,2.4907142857142857,5.1971428571428575,NA
Q2,1990-05-08,10,1.23,3.2,6.8,NA,1.3707142857142858,443.7142857142857,2.4857142857142858,5.183571428571429,NA
Q2,1990-05-10,736,1.63,1.81,3.99,NA,1.3707142857142858,443.7142857142857,2.4857142857142858,5.183571428571429,NA
Q2,1990-05-15,274,1.26,3.09,6.66,NA,1.3835714285714285,454.4285714285714,2.4857142857142858,5.160714285714286,NA
Q2,1990-05-22,235,1.25,3.32,7.13,NA,1.397857142857143,486.5714285714286,2.480714285714286,5.132857142857143,NA
Q2,1990-05-29,359,1.29,3.12,5.2,NA,1.263,314.8,3.05,6.3100000000000005,NA
Q2,1990-06-05,144,1.22,3.26,6.82,NA,1.262,301.5,3.079,6.397,NA
Q2,1990-06-12,261,1.26,3.41,6.99,NA,1.2044444444444444,275.6666666666667,3.2488888888888887,6.714444444444444,NA
Q2,1990-06-19,503,1.22,3.25,6.78,NA,1.1722222222222223,260.44444444444446,3.3055555555555554,6.843333333333334,NA
Q2,1990-06-26,294,1.22,2.9,6.06,NA,1.1711111111111112,260.55555555555554,3.152222222222222,6.506666666666667,NA
Q2,1990-07-03,199,1.04,3.43,7.54,NA,1.1311111111111112,232.77777777777777,3.2088888888888887,6.776666666666666,NA
Q2,1990-07-10,212,1.08,3.46,7.25,NA,1.0988888888888888,228.66666666666669,3.2555555555555555,6.93,NA
Q2,1990-07-17,137,0.97,3.6,7.82,NA,1.0855555555555556,245.77777777777777,3.1822222222222223,6.761111111111111,NA
Q2,1990-07-24,236,1.24,1.94,4.1,NA,1.0555555555555556,213.44444444444446,3.1911111111111112,6.8244444444444445,NA
Q2,1990-07-31,109,0.93,3.63,7.63,NA,1.0133333333333334,198.44444444444446,3.2511111111111113,6.96,NA
Q2,1990-08-07,107,0.93,3.68,8.2,NA,0.9955555555555555,177.44444444444446,3.2844444444444445,7.045555555555556,NA
Q2,1990-08-14,415,1.14,2.75,5.47,NA,0.9755555555555555,155.55555555555554,3.263333333333333,7.058888888888889,NA
Q2,1990-08-21,212,0.95,3.33,7.35,NA,0.9622222222222222,142.77777777777777,3.2244444444444444,6.985555555555555,NA
Q2,1990-08-28,159,0.84,3.44,7.28,NA,0.9222222222222222,119,3.3633333333333333,7.355555555555555,NA
Q2,1990-09-04,10,0.88,3.73,8.31,NA,0.9255555555555556,121.11111111111113,3.2244444444444444,7.187777777777778,NA
Q2,1990-09-11,15,0.9,3.27,7.37,NA,0.9299999999999999,120.44444444444444,3.1277777777777778,7.002222222222223,NA
Q2,1990-09-18,22,0.85,3.25,7.16,NA,0.9044444444444444,85.11111111111111,3.1855555555555557,7.135555555555555,NA
Q2,1990-09-25,22,0.88,3.19,7.43,NA,0.9022222222222223,80.66666666666666,3.1644444444444444,7.035555555555556,NA
Q2,1990-10-02,128,0.96,2.38,6.12,NA,0.92,74.11111111111111,2.953333333333333,6.592222222222222,NA
Q2,1990-10-09,101,0.97,2.81,6.53,NA,0.8822222222222222,101,2.76,6.1322222222222225,NA
Q2,1990-10-16,97,0.91,3.27,6.67,NA,0.8777777777777778,118.22222222222223,2.7711111111111113,6.047777777777778,NA
Q2,1990-10-23,172,0.93,3.14,6.45,NA,0.8766666666666667,143.88888888888889,2.785555555555556,6.023333333333333,NA
Q2,1990-10-30,100,1,1.54,3.29,NA,0.8777777777777778,164.22222222222223,2.7822222222222224,5.974444444444445,NA
Q2,1990-11-06,252,0.54,1.99,4.17,NA,0.901,164.7,2.712,5.773,NA
Q2,1990-11-13,170,0.86,3.37,6.61,NA,0.9972727272727273,168.45454545454547,2.7209090909090907,5.8136363636363635,NA
Q2,1990-11-20,253,0.84,3.38,6.94,NA,0.98,182.54545454545453,2.728181818181818,5.877272727272727,NA
Q2,1990-11-27,205,0.89,3.16,6.99,NA,0.9763636363636363,188.27272727272728,2.749090909090909,5.9363636363636365,NA
Q2,1990-12-04,289,1.13,1.62,3.8,NA,0.9927272727272727,203.45454545454547,2.820909090909091,6.1054545454545455,NA
Q2,1990-12-04,8,0.94,2.84,6.28,NA,0.9927272727272727,203.45454545454547,2.820909090909091,6.1054545454545455,NA
Q2,1990-12-11,7,0.77,3.3,7.42,NA,1.0463636363636364,211.45454545454547,2.9263636363636363,6.368181818181818,NA
Q2,1990-12-14,300,2.16,2.32,5.33,NA,1.0463636363636364,211.45454545454547,2.9263636363636363,6.368181818181818,NA
Q2,1990-12-18,252,0.72,3.35,7.37,NA,1.039090909090909,215.6,2.919090909090909,6.409090909090909,NA
Q2,1990-12-25,235,0.89,3.37,7.1,NA,1.03,204.1,2.921818181818182,6.456363636363636,NA
Q2,1990-12-31,267,1.18,2.33,5.15,NA,1.0172727272727273,193.1,2.93,6.463636363636364,NA
Q2,1991-01-08,340,1.13,3.15,7.06,NA,0.998,182.11111111111111,3.08,6.782,NA
Q2,1991-01-15,NA,0.78,3.29,7.06,NA,0.8822222222222222,174.375,3.1744444444444446,6.943333333333333,NA
Q2,1991-01-22,138,0.74,3.41,7.46,NA,0.9111111111111111,151.75,3.068888888888889,6.742222222222222,NA
Q2,1991-01-29,95,0.75,3.25,7.07,NA,0.9088888888888889,151,2.9477777777777776,6.698888888888889,NA
Q2,1991-02-05,5,0.86,3.03,6.8,NA,0.8655555555555555,134.42857142857142,3.037777777777778,6.883333333333333,NA
Q2,1991-02-12,63,0.89,3.39,7.42,NA,0.8288888888888889,124.71428571428571,3.0255555555555556,6.865555555555556,NA
Q2,1991-02-19,71,0.98,2.4,5.56,NA,0.8311111111111111,135.625,3.0055555555555555,6.881111111111111,NA
Q2,1991-02-26,229,0.87,2.28,6.71,NA,0.8333333333333334,138.125,2.9722222222222223,6.832222222222222,NA
Q2,1991-03-05,NA,0.79,3.14,6.81,NA,0.8366666666666667,150.125,2.964444444444444,6.831111111111111,NA
Q2,1991-03-12,272,0.8,3.04,6.9,NA,0.8255555555555556,151.75,2.953333333333333,6.815555555555555,NA
Q2,1991-03-19,212,0.8,3.11,7.2,NA,0.8377777777777778,147.5,2.8877777777777776,6.666666666666667,NA
Q2,1991-03-22,NA,NA,NA,NA,NA,0.8377777777777778,147.5,2.8877777777777776,6.666666666666667,NA
Q2,1991-03-26,158,0.76,3.11,7.02,NA,0.8422222222222222,141,2.9466666666666668,6.7844444444444445,NA
Q2,1991-04-02,191,0.78,3.18,7.06,NA,0.8522222222222222,117.625,2.908888888888889,6.4944444444444445,NA
Q2,1991-04-09,18,0.76,2.93,6.66,NA,0.8777777777777778,106.55555555555557,2.9033333333333333,6.08,NA
Q2,1991-04-15,29,1,2.8,6.08,NA,0.8922222222222222,77.44444444444443,2.92,5.662222222222222,NA
Q2,1991-04-23,19,1.02,2.93,6.62,NA,0.9122222222222223,56,2.918888888888889,5.273333333333333,NA
Q2,1991-04-30,42,0.96,1.94,4.1,NA,0.9510000000000001,39.55555555555556,2.825,4.717,NA
Q2,1991-05-07,18,1.02,3.09,3.08,NA,0.975,26.88888888888889,2.826,4.325,NA
Q2,1991-05-14,10,0.93,3.19,3.14,NA,1.0090000000000001,35,2.834,4.025,NA
Q2,1991-05-21,19,0.98,3.1,3.7,NA,1.014,41.33333333333333,2.854,3.777,NA
Q2,1991-05-28,10,0.98,2.01,3.71,NA,1.016,43.111111111111114,2.887,3.432,NA
Q2,1991-05-31,NA,1.08,3.08,3.02,NA,1.016,43.111111111111114,2.887,3.432,NA
Q2,1991-06-01,NA,NA,NA,NA,NA,1.033,65.66666666666666,3.015,3.349,NA
Q2,1991-06-04,77,1.02,3.19,3.14,NA,1.033,65.66666666666666,3.015,3.349,NA
Q2,1991-06-11,91,1.1,3.01,3.66,NA,1.046,76.77777777777777,3.006,3.356,NA
Q2,1991-06-18,86,1.05,3,3.6,NA,1.078,85.125,3.005,3.7439999999999998,NA
Q2,1991-06-25,35,1.04,3.26,3.17,NA,1.052,84,2.914,4.082,NA
Q2,1991-07-02,245,1.13,3.22,3.27,NA,1.028888888888889,84,2.9988888888888887,4.555555555555555,NA
Q2,1991-07-09,118,1.15,3,3.15,NA,1.018888888888889,91.125,3.0744444444444445,4.952222222222222,NA
Q2,1991-07-16,NA,1.25,3.18,7.02,NA,0.9955555555555555,81,3.201111111111111,5.316666666666666,NA
Q2,1991-07-23,10,0.72,2.19,7.08,NA,0.9788888888888889,71.5,3.305555555555556,5.764444444444444,NA
Q2,1991-07-30,10,0.8,2.94,6.91,NA,1.06,64.44444444444444,3.008,5.585,NA
Q2,1991-08-06,134,0.93,3.87,6.71,NA,1.225,51.44444444444444,3.074,6.159,NA
Q2,1991-08-13,10,0.89,4.15,6.94,NA,1.2730000000000001,53.55555555555556,3.173,6.671,NA
Q2,1991-08-20,10,0.9,3.94,7.63,NA,1.271,60.2,3.157,6.536,NA
Q2,1991-08-27,26,1.34,3.19,6.22,NA,1.325,66.5,3.2720000000000002,6.528,NA
Q2,1991-08-27,17,1.49,0.4,0.92,NA,1.325,66.5,3.2720000000000002,6.528,NA
Q2,1991-09-03,128,2.78,3.88,9.01,NA,1.367,77.7,3.224,6.3549999999999995,NA
Q2,1991-09-10,137,1.63,3.99,8.27,NA,1.384,76.8,3.132,6.227,NA
Q2,1991-09-17,120,1.23,3.02,5.67,NA,1.42,88.2,2.9859999999999998,6.027,NA
Q2,1991-09-24,73,1.26,3.34,7,NA,1.443,98.9,2.888,5.742,NA
Q2,1991-10-01,122,1.22,2.46,5.18,NA,1.4055555555555554,109.33333333333333,3.128888888888889,6.124444444444444,NA
Q2,1991-10-08,125,1.1,2.95,5.43,NA,1.2518181818181817,135.8181818181818,2.7572727272727273,4.933636363636364,NA
Q2,1991-10-15,124,1.25,2.69,4.94,NA,1.2336363636363636,159.63636363636363,2.669090909090909,4.665454545454545,NA
Q2,1991-10-22,117,1.13,2.96,4.78,NA,1.2816666666666667,170.83333333333331,2.6133333333333333,4.645833333333333,NA
Q2,1991-10-29,38,1.05,2.87,4.84,NA,1.29,188.58333333333331,2.5933333333333333,4.525,NA
Q2,1991-11-05,156,0.74,2.93,3.31,NA,1.2741666666666667,179.25,2.615,4.4383333333333335,NA
Q2,1991-11-07,199,1.62,1.47,2.38,NA,1.2741666666666667,179.25,2.615,4.4383333333333335,NA
Q2,1991-11-08,283,1.54,1.65,2.47,NA,1.2741666666666667,179.25,2.615,4.4383333333333335,NA
Q2,1991-11-12,399,1.43,3.02,5.32,NA,1.2783333333333333,204.75,2.6275,4.5,NA
Q2,1991-11-18,262,1.74,3.56,7.67,NA,1.2725,221.08333333333331,2.6675,4.571666666666666,NA
Q2,1991-11-22,152,1.3,1.46,2.43,NA,1.273076923076923,226.69230769230768,2.7115384615384617,4.760769230769231,NA
Q2,1991-11-26,286,1.36,3.1,5.55,NA,1.285,235.83333333333334,2.6908333333333334,4.759166666666666,NA
Q2,1991-12-03,10,1.03,2.72,4.14,NA,1.2733333333333334,249,2.7533333333333334,4.810833333333333,NA
Q2,1991-12-10,431,1.15,3.1,6.17,NA,1.275,280.1,2.931,5.423,NA
Q2,1991-12-17,320,1.18,3.17,5.8,NA,1.256,277.6,2.9210000000000003,5.524,NA
Q2,1991-12-23,294,1.28,3.24,7.03,NA,1.209,281.7,2.892,5.448,NA
Q2,1991-12-30,196,0.91,3.62,5.46,NA,1.1977777777777778,297.6666666666667,3.068888888888889,5.9655555555555555,NA
Q2,1992-01-07,451,1.37,2.32,4.66,NA,1.294,334.5,2.948,5.837,NA
Q2,1992-01-14,374,1.24,2.92,6.33,NA,1.295,293.3,2.941,5.822,NA
Q2,1992-01-21,303,1.27,3.27,6.91,NA,1.301,284.9,2.956,5.949,NA
Q2,1992-01-28,300,1.35,3.26,7.19,NA,1.29,276.2,2.96,6.0040000000000004,NA
Q2,1992-02-04,469,1.47,2.23,3.42,NA,1.281,257.6,2.9219999999999997,5.989,NA
Q2,1992-02-06,207,1.72,2.35,5.4,NA,1.281,257.6,2.9219999999999997,5.989,NA
Q2,1992-02-11,19,1.16,3.03,6.02,NA,1.267,221.7,2.976,6.167,NA
Q2,1992-02-18,236,1.24,3.32,7.07,NA,1.286,202.3,2.984,6.154,NA
Q2,1992-02-25,207,1.17,3.28,7.58,NA,1.284,191.11111111111111,2.969,6.08,NA
Q2,1992-03-03,10,0.82,3.24,5.31,NA,1.284,171.77777777777777,2.92,5.889,NA
Q2,1992-03-10,92,1.23,2.86,6.44,NA,1.1855555555555555,117.25,3.1066666666666665,6.188888888888889,NA
Q2,1992-03-17,180,1.43,3,6.2,NA,1.1433333333333333,116.25,3.1422222222222222,5.957777777777778,NA
Q2,1992-03-24,NA,1.25,3.12,6.17,NA,1.1222222222222222,88.125,3.121111111111111,5.852222222222222,NA
Q2,1992-04-01,126,1.35,2.77,5.28,NA,1.1211111111111112,65.625,3.1,5.7122222222222225,NA
Q2,1992-04-07,68,1.02,3.34,5.63,NA,1.1544444444444444,108.5,2.9755555555555557,5.588888888888889,NA
Q2,1992-04-14,11,0.78,3.35,3.94,NA,1.1522222222222223,131.5,2.98,5.578888888888889,NA
Q2,1992-04-21,11,1.05,3.13,6.12,NA,1.1444444444444444,135.125,2.931111111111111,5.587777777777778,NA
Q2,1992-04-28,27,1.16,3.09,6.32,NA,1.1555555555555557,135.125,2.8533333333333335,5.455555555555556,NA
Q2,1992-05-05,353,1.12,2.12,4.2,NA,1.1344444444444444,124.75,2.7088888888888887,5.217777777777778,NA
Q2,1992-05-12,276,1.21,2.9,6.35,NA,1.18,119.5,2.7022222222222223,5.344444444444444,NA
Q2,1992-05-19,209,1.36,2.56,6.28,NA,1.24,121.625,2.5644444444444443,5.413333333333333,NA
Q2,1992-05-26,NA,1.35,2.42,4.98,NA,1.2466666666666666,124.875,2.482222222222222,5.24,NA
Q2,1992-06-02,43,1.16,1.47,3.14,NA,1.261111111111111,125.125,2.561111111111111,5.404444444444445,NA
Q2,1992-06-09,26,1.43,3.28,6.77,NA,1.2733333333333334,84.5,2.7055555555555557,5.737777777777778,NA
Q2,1992-06-16,28,1.32,2.11,4.56,NA,1.2755555555555556,55.25,2.796666666666667,5.894444444444444,NA
Q2,1992-06-23,37,1.11,2.39,4.56,NA,1.258888888888889,46.875,2.893333333333333,5.958888888888889,NA
Q2,1992-06-30,29,1.29,3.8,7.8,NA,1.26,58,2.9877777777777776,6.188888888888889,NA
Q2,1992-07-07,28,1.23,3.42,7.2,NA,1.268888888888889,74.66666666666666,3.1966666666666668,6.64,NA
Q2,1992-07-14,42,1.23,3.72,7.76,NA,1.2633333333333334,74.66666666666666,3.0533333333333332,6.378888888888889,NA
Q2,1992-07-21,142,1.21,3.43,6.86,NA,1.231111111111111,90.44444444444444,3.203333333333333,6.685555555555555,NA
Q2,1992-07-28,147,1.36,3.27,7.05,NA,1.23,108.22222222222223,3.26,6.88,NA
Q2,1992-08-04,193,1.24,3.35,7.2,NA,1.241111111111111,106.11111111111111,3.3,6.92,NA
Q2,1992-08-11,26,1.38,1.99,4.42,NA,1.258888888888889,104.11111111111111,3.1977777777777776,6.753333333333333,NA
Q2,1992-08-18,170,1.03,3.46,7.32,NA,1.24,100.55555555555556,3.1344444444444446,6.61,NA
Q2,1992-08-25,197,1.1,2.9,6.31,NA,1.2644444444444445,85.88888888888889,3.082222222222222,6.593333333333334,NA
Q2,1992-09-01,10,1.39,4.16,8.16,NA,1.2733333333333332,79.66666666666667,3.04,6.444444444444445,NA
Q2,1992-09-08,10,1.39,2.5,5.7,NA,1.26,84.22222222222223,3.0166666666666666,6.366666666666666,NA
Q2,1992-09-15,10,1.06,3.15,6.47,NA,1.2477777777777779,82.22222222222223,3.1633333333333336,6.644444444444445,NA
Q2,1992-09-22,10,1.43,2.96,6.71,NA,1.258888888888889,71.25,3.1255555555555556,6.593333333333334,NA
Q2,1992-09-29,91,1.44,2.89,5.71,NA,1.2677777777777777,49.125,3.1655555555555557,6.641111111111111,NA
Q2,1992-10-06,234,1.12,3.14,6.5,NA,1.2555555555555555,52,3.013333333333333,6.403333333333333,NA
Q2,1992-10-13,8,1.27,3.31,6.92,NA,1.2577777777777777,54.375,2.9844444444444447,6.2988888888888885,NA
Q2,1992-10-20,NA,1.13,3.12,6.86,NA,1.1866666666666665,57.5,2.7455555555555557,5.955555555555556,NA
Q2,1992-10-27,20,1.18,3.26,6.74,NA,1.1844444444444444,57.125,2.7355555555555555,5.907777777777778,NA
Q2,1992-11-03,33,1.28,2.79,6.02,NA,1.1822222222222223,47.75,2.738888888888889,5.905555555555556,NA
Q2,1992-11-10,29,1.41,2.24,4.76,NA,1.1977777777777778,20.75,2.73,5.898888888888889,NA
Q2,1992-11-17,35,0.42,1,3.38,NA,1.17,60.5,2.703333333333333,5.932222222222222,NA
Q2,1992-11-24,7,1.41,2.87,6.28,NA,1.201111111111111,60.5,2.6455555555555557,5.805555555555555,NA
Q2,1992-12-01,16,1.42,2.92,5.69,NA,1.2144444444444444,66.28571428571429,2.6044444444444443,5.694444444444445,NA
Q2,1992-12-08,18,1.26,3.06,6.44,NA,1.232222222222222,71.83333333333334,2.707777777777778,5.848888888888889,NA
Q2,1992-12-15,326,1.02,3.07,7.22,NA,1.2055555555555555,80.4,2.783333333333333,6.001111111111111,NA
Q2,1992-12-22,NA,NA,NA,NA,NA,1.2844444444444445,91.75,3.02,6.344444444444444,NA
